University,Faculty,Department,City,Type,Founded_Year
damanhour university,Faculty of Science,Mathematics,Damanhur,Public,2010.0
damanhour university,Faculty of Science,Physics,Damanhur,Public,2010.0
damanhour university,Faculty of Science,Chemistry,Damanhur,Public,2010.0
damanhour university,Faculty of Science,Geology,Damanhur,Public,2010.0
damanhour university,Faculty of Science,Botany,Damanhur,Public,2010.0
damanhour university,Faculty of Science,Zoology,Damanhur,Public,2010.0
damanhour university,Faculty of Agriculture,Agronomy,Damanhur,Public,2010.0
damanhour university,Faculty of Agriculture,Horticulture,Damanhur,Public,2010.0
damanhour university,Faculty of Agriculture,Animal Production,Damanhur,Public,2010.0
damanhour university,Faculty of Agriculture,Soil Science,Damanhur,Public,2010.0
damanhour university,Faculty of Agriculture,Plant Pathology,Damanhur,Public,2010.0
damanhour university,Faculty of Commerce,Accounting,Damanhur,Public,2010.0
damanhour university,Faculty of Commerce,Business Administration,Damanhur,Public,2010.0
damanhour university,Faculty of Commerce,Economics,Damanhur,Public,2010.0
damanhour university,Faculty of Commerce,Statistics,Damanhur,Public,2010.0
damanhour university,Faculty of Law,Public Law,Damanhur,Public,2010.0
damanhour university,Faculty of Law,Private Law,Damanhur,Public,2010.0
damanhour university,Faculty of Law,International Law,Damanhur,Public,2010.0
damanhour university,Faculty of Law,Criminal Law,Damanhur,Public,2010.0
damanhour university,Faculty of Arts,English Language & Literature,Damanhur,Public,2010.0
damanhour university,Faculty of Arts,Arabic,Damanhur,Public,2010.0
damanhour university,Faculty of Arts,History,Damanhur,Public,2010.0
damanhour university,Faculty of Arts,Philosophy,Damanhur,Public,2010.0
damanhour university,Faculty of Arts,Psychology,Damanhur,Public,2010.0
damanhour university,Faculty of Pharmacy,Pharmaceutical Chemistry,Damanhur,Public,2010.0
damanhour university,Faculty of Pharmacy,Pharmacology,Damanhur,Public,2010.0
damanhour university,Faculty of Pharmacy,Pharmaceutics,Damanhur,Public,2010.0
damanhour university,Faculty of Pharmacy,Microbiology,Damanhur,Public,2010.0
damanhour university,Faculty of Computers and Information,Computer Science,Damanhur,Public,2010.0
damanhour university,Faculty of Computers and Information,Information Systems,Damanhur,Public,2010.0
damanhour university,Faculty of Computers and Information,Software Engineering,Damanhur,Public,2010.0
damanhour university,Faculty of Mass Communication,Journalism,Damanhur,Public,2010.0
damanhour university,Faculty of Mass Communication,Radio & TV,Damanhur,Public,2010.0
damanhour university,Faculty of Mass Communication,Public Relations,Damanhur,Public,2010.0
damanhour university,Faculty of Mass Communication,Advertising,Damanhur,Public,2010.0
damanhour university,Faculty of Nursing,Medical-Surgical Nursing,Damanhur,Public,2010.0
damanhour university,Faculty of Nursing,Pediatric Nursing,Damanhur,Public,2010.0
damanhour university,Faculty of Nursing,Psychiatric Nursing,Damanhur,Public,2010.0
damanhour university,Faculty of Physiotherapy,Orthopedics,Damanhur,Public,2010.0
damanhour university,Faculty of Physiotherapy,Neurology,Damanhur,Public,2010.0
damanhour university,Faculty of Physiotherapy,Cardiopulmonary,Damanhur,Public,2010.0
damanhour university,Faculty of Physiotherapy,Pediatrics,Damanhur,Public,2010.0
damanhour university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Damanhur,Public,2010.0
damanhour university,Faculty of Oral and Dental Medicine,Orthodontics,Damanhur,Public,2010.0
damanhour university,Faculty of Oral and Dental Medicine,Oral Surgery,Damanhur,Public,2010.0
damanhour university,Faculty of Oral and Dental Medicine,Periodontology,Damanhur,Public,2010.0
damanhour university,Faculty of Veterinary Medicine,Anatomy,Damanhur,Public,2010.0
damanhour university,Faculty of Veterinary Medicine,Physiology,Damanhur,Public,2010.0
damanhour university,Faculty of Veterinary Medicine,Pathology,Damanhur,Public,2010.0
damanhour university,Faculty of Veterinary Medicine,Surgery,Damanhur,Public,2010.0
damanhour university,Faculty of Veterinary Medicine,Public Health,Damanhur,Public,2010.0
damanhour university,Faculty of Dar El-Ulum,Islamic Studies,Damanhur,Public,2010.0
damanhour university,Faculty of Dar El-Ulum,Arabic Language,Damanhur,Public,2010.0
damanhour university,Faculty of Dar El-Ulum,Quran Sciences,Damanhur,Public,2010.0
damanhour university,Faculty of Dar El-Ulum,Theology,Damanhur,Public,2010.0
damanhour university,Faculty of Kindergarten,Early Childhood Education,Damanhur,Public,2010.0
damanhour university,Faculty of Kindergarten,Child Psychology,Damanhur,Public,2010.0
damanhour university,Faculty of Kindergarten,Curriculum Development,Damanhur,Public,2010.0
damietta university,Faculty of Medicine,Internal Medicine,Damietta,Public,2012.0
damietta university,Faculty of Medicine,Surgery,Damietta,Public,2012.0
damietta university,Faculty of Medicine,Pediatrics,Damietta,Public,2012.0
damietta university,Faculty of Medicine,Obstetrics & Gynecology,Damietta,Public,2012.0
damietta university,Faculty of Medicine,Pharmacology,Damietta,Public,2012.0
damietta university,Faculty of Medicine,Anatomy,Damietta,Public,2012.0
damietta university,Faculty of Engineering,Civil Engineering,Damietta,Public,2012.0
damietta university,Faculty of Engineering,Mechanical Engineering,Damietta,Public,2012.0
damietta university,Faculty of Engineering,Electrical Engineering,Damietta,Public,2012.0
damietta university,Faculty of Engineering,Architecture,Damietta,Public,2012.0
damietta university,Faculty of Engineering,Computer Engineering,Damietta,Public,2012.0
damietta university,Faculty of Science,Mathematics,Damietta,Public,2012.0
damietta university,Faculty of Science,Physics,Damietta,Public,2012.0
damietta university,Faculty of Science,Chemistry,Damietta,Public,2012.0
damietta university,Faculty of Science,Geology,Damietta,Public,2012.0
damietta university,Faculty of Science,Botany,Damietta,Public,2012.0
damietta university,Faculty of Science,Zoology,Damietta,Public,2012.0
damietta university,Faculty of Agriculture,Agronomy,Damietta,Public,2012.0
damietta university,Faculty of Agriculture,Horticulture,Damietta,Public,2012.0
damietta university,Faculty of Agriculture,Animal Production,Damietta,Public,2012.0
damietta university,Faculty of Agriculture,Soil Science,Damietta,Public,2012.0
damietta university,Faculty of Agriculture,Plant Pathology,Damietta,Public,2012.0
damietta university,Faculty of Commerce,Accounting,Damietta,Public,2012.0
damietta university,Faculty of Commerce,Business Administration,Damietta,Public,2012.0
damietta university,Faculty of Commerce,Economics,Damietta,Public,2012.0
damietta university,Faculty of Commerce,Statistics,Damietta,Public,2012.0
damietta university,Faculty of Law,Public Law,Damietta,Public,2012.0
damietta university,Faculty of Law,Private Law,Damietta,Public,2012.0
damietta university,Faculty of Law,International Law,Damietta,Public,2012.0
damietta university,Faculty of Law,Criminal Law,Damietta,Public,2012.0
damietta university,Faculty of Arts,English Language & Literature,Damietta,Public,2012.0
damietta university,Faculty of Arts,Arabic,Damietta,Public,2012.0
damietta university,Faculty of Arts,History,Damietta,Public,2012.0
damietta university,Faculty of Arts,Philosophy,Damietta,Public,2012.0
damietta university,Faculty of Arts,Psychology,Damietta,Public,2012.0
damietta university,Faculty of Pharmacy,Pharmaceutical Chemistry,Damietta,Public,2012.0
damietta university,Faculty of Pharmacy,Pharmacology,Damietta,Public,2012.0
damietta university,Faculty of Pharmacy,Pharmaceutics,Damietta,Public,2012.0
damietta university,Faculty of Pharmacy,Microbiology,Damietta,Public,2012.0
damietta university,Faculty of Computers and Information,Computer Science,Damietta,Public,2012.0
damietta university,Faculty of Computers and Information,Information Systems,Damietta,Public,2012.0
damietta university,Faculty of Computers and Information,Software Engineering,Damietta,Public,2012.0
damietta university,Faculty of Mass Communication,Journalism,Damietta,Public,2012.0
damietta university,Faculty of Mass Communication,Radio & TV,Damietta,Public,2012.0
damietta university,Faculty of Mass Communication,Public Relations,Damietta,Public,2012.0
damietta university,Faculty of Mass Communication,Advertising,Damietta,Public,2012.0
damietta university,Faculty of Nursing,Medical-Surgical Nursing,Damietta,Public,2012.0
damietta university,Faculty of Nursing,Pediatric Nursing,Damietta,Public,2012.0
damietta university,Faculty of Nursing,Psychiatric Nursing,Damietta,Public,2012.0
damietta university,Faculty of Physiotherapy,Orthopedics,Damietta,Public,2012.0
damietta university,Faculty of Physiotherapy,Neurology,Damietta,Public,2012.0
damietta university,Faculty of Physiotherapy,Cardiopulmonary,Damietta,Public,2012.0
damietta university,Faculty of Physiotherapy,Pediatrics,Damietta,Public,2012.0
damietta university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Damietta,Public,2012.0
damietta university,Faculty of Oral and Dental Medicine,Orthodontics,Damietta,Public,2012.0
damietta university,Faculty of Oral and Dental Medicine,Oral Surgery,Damietta,Public,2012.0
damietta university,Faculty of Oral and Dental Medicine,Periodontology,Damietta,Public,2012.0
damietta university,Faculty of Veterinary Medicine,Anatomy,Damietta,Public,2012.0
damietta university,Faculty of Veterinary Medicine,Physiology,Damietta,Public,2012.0
damietta university,Faculty of Veterinary Medicine,Pathology,Damietta,Public,2012.0
damietta university,Faculty of Veterinary Medicine,Surgery,Damietta,Public,2012.0
damietta university,Faculty of Veterinary Medicine,Public Health,Damietta,Public,2012.0
damietta university,Faculty of Dar El-Ulum,Islamic Studies,Damietta,Public,2012.0
damietta university,Faculty of Dar El-Ulum,Arabic Language,Damietta,Public,2012.0
damietta university,Faculty of Dar El-Ulum,Quran Sciences,Damietta,Public,2012.0
damietta university,Faculty of Dar El-Ulum,Theology,Damietta,Public,2012.0
damietta university,Faculty of Kindergarten,Early Childhood Education,Damietta,Public,2012.0
damietta university,Faculty of Kindergarten,Child Psychology,Damietta,Public,2012.0
damietta university,Faculty of Kindergarten,Curriculum Development,Damietta,Public,2012.0
delta university for science and technology,Faculty of Medicine,Internal Medicine,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Medicine,Surgery,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Medicine,Pediatrics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Medicine,Obstetrics & Gynecology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Medicine,Pharmacology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Medicine,Anatomy,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Engineering,Civil Engineering,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Engineering,Mechanical Engineering,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Engineering,Electrical Engineering,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Engineering,Architecture,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Engineering,Computer Engineering,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Science,Mathematics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Science,Physics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Science,Chemistry,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Science,Geology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Science,Botany,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Science,Zoology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Agriculture,Agronomy,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Agriculture,Horticulture,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Agriculture,Animal Production,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Agriculture,Soil Science,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Agriculture,Plant Pathology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Commerce,Accounting,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Commerce,Business Administration,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Commerce,Economics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Commerce,Statistics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Law,Public Law,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Law,Private Law,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Law,International Law,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Law,Criminal Law,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Arts,English Language & Literature,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Arts,Arabic,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Arts,History,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Arts,Philosophy,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Arts,Psychology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Pharmacy,Pharmaceutical Chemistry,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Pharmacy,Pharmacology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Pharmacy,Pharmaceutics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Pharmacy,Microbiology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Computers and Information,Computer Science,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Computers and Information,Information Systems,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Computers and Information,Software Engineering,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Mass Communication,Journalism,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Mass Communication,Radio & TV,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Mass Communication,Public Relations,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Mass Communication,Advertising,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Nursing,Medical-Surgical Nursing,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Nursing,Pediatric Nursing,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Nursing,Psychiatric Nursing,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Physiotherapy,Orthopedics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Physiotherapy,Neurology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Physiotherapy,Cardiopulmonary,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Physiotherapy,Pediatrics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Oral and Dental Medicine,Conservative Dentistry,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Oral and Dental Medicine,Orthodontics,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Oral and Dental Medicine,Oral Surgery,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Oral and Dental Medicine,Periodontology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Veterinary Medicine,Anatomy,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Veterinary Medicine,Physiology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Veterinary Medicine,Pathology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Veterinary Medicine,Surgery,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Veterinary Medicine,Public Health,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Dar El-Ulum,Islamic Studies,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Dar El-Ulum,Arabic Language,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Dar El-Ulum,Quran Sciences,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Dar El-Ulum,Theology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Kindergarten,Early Childhood Education,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Kindergarten,Child Psychology,Mansoura,Private,2006.0
delta university for science and technology,Faculty of Kindergarten,Curriculum Development,Mansoura,Private,2006.0
deraya university,Faculty of Medicine,Internal Medicine,Minya,Private,2010.0
deraya university,Faculty of Medicine,Surgery,Minya,Private,2010.0
deraya university,Faculty of Medicine,Pediatrics,Minya,Private,2010.0
deraya university,Faculty of Medicine,Obstetrics & Gynecology,Minya,Private,2010.0
deraya university,Faculty of Medicine,Pharmacology,Minya,Private,2010.0
deraya university,Faculty of Medicine,Anatomy,Minya,Private,2010.0
deraya university,Faculty of Engineering,Civil Engineering,Minya,Private,2010.0
deraya university,Faculty of Engineering,Mechanical Engineering,Minya,Private,2010.0
deraya university,Faculty of Engineering,Electrical Engineering,Minya,Private,2010.0
deraya university,Faculty of Engineering,Architecture,Minya,Private,2010.0
deraya university,Faculty of Engineering,Computer Engineering,Minya,Private,2010.0
deraya university,Faculty of Science,Mathematics,Minya,Private,2010.0
deraya university,Faculty of Science,Physics,Minya,Private,2010.0
deraya university,Faculty of Science,Chemistry,Minya,Private,2010.0
deraya university,Faculty of Science,Geology,Minya,Private,2010.0
deraya university,Faculty of Science,Botany,Minya,Private,2010.0
deraya university,Faculty of Science,Zoology,Minya,Private,2010.0
deraya university,Faculty of Agriculture,Agronomy,Minya,Private,2010.0
deraya university,Faculty of Agriculture,Horticulture,Minya,Private,2010.0
deraya university,Faculty of Agriculture,Animal Production,Minya,Private,2010.0
deraya university,Faculty of Agriculture,Soil Science,Minya,Private,2010.0
deraya university,Faculty of Agriculture,Plant Pathology,Minya,Private,2010.0
deraya university,Faculty of Commerce,Accounting,Minya,Private,2010.0
deraya university,Faculty of Commerce,Business Administration,Minya,Private,2010.0
deraya university,Faculty of Commerce,Economics,Minya,Private,2010.0
deraya university,Faculty of Commerce,Statistics,Minya,Private,2010.0
deraya university,Faculty of Law,Public Law,Minya,Private,2010.0
deraya university,Faculty of Law,Private Law,Minya,Private,2010.0
deraya university,Faculty of Law,International Law,Minya,Private,2010.0
deraya university,Faculty of Law,Criminal Law,Minya,Private,2010.0
deraya university,Faculty of Arts,English Language & Literature,Minya,Private,2010.0
deraya university,Faculty of Arts,Arabic,Minya,Private,2010.0
deraya university,Faculty of Arts,History,Minya,Private,2010.0
deraya university,Faculty of Arts,Philosophy,Minya,Private,2010.0
deraya university,Faculty of Arts,Psychology,Minya,Private,2010.0
deraya university,Faculty of Pharmacy,Pharmaceutical Chemistry,Minya,Private,2010.0
deraya university,Faculty of Pharmacy,Pharmacology,Minya,Private,2010.0
deraya university,Faculty of Pharmacy,Pharmaceutics,Minya,Private,2010.0
deraya university,Faculty of Pharmacy,Microbiology,Minya,Private,2010.0
deraya university,Faculty of Computers and Information,Computer Science,Minya,Private,2010.0
deraya university,Faculty of Computers and Information,Information Systems,Minya,Private,2010.0
deraya university,Faculty of Computers and Information,Software Engineering,Minya,Private,2010.0
deraya university,Faculty of Mass Communication,Journalism,Minya,Private,2010.0
deraya university,Faculty of Mass Communication,Radio & TV,Minya,Private,2010.0
deraya university,Faculty of Mass Communication,Public Relations,Minya,Private,2010.0
deraya university,Faculty of Mass Communication,Advertising,Minya,Private,2010.0
deraya university,Faculty of Nursing,Medical-Surgical Nursing,Minya,Private,2010.0
deraya university,Faculty of Nursing,Pediatric Nursing,Minya,Private,2010.0
deraya university,Faculty of Nursing,Psychiatric Nursing,Minya,Private,2010.0
deraya university,Faculty of Physiotherapy,Orthopedics,Minya,Private,2010.0
deraya university,Faculty of Physiotherapy,Neurology,Minya,Private,2010.0
deraya university,Faculty of Physiotherapy,Cardiopulmonary,Minya,Private,2010.0
deraya university,Faculty of Physiotherapy,Pediatrics,Minya,Private,2010.0
deraya university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Minya,Private,2010.0
deraya university,Faculty of Oral and Dental Medicine,Orthodontics,Minya,Private,2010.0
deraya university,Faculty of Oral and Dental Medicine,Oral Surgery,Minya,Private,2010.0
deraya university,Faculty of Oral and Dental Medicine,Periodontology,Minya,Private,2010.0
deraya university,Faculty of Veterinary Medicine,Anatomy,Minya,Private,2010.0
deraya university,Faculty of Veterinary Medicine,Physiology,Minya,Private,2010.0
deraya university,Faculty of Veterinary Medicine,Pathology,Minya,Private,2010.0
deraya university,Faculty of Veterinary Medicine,Surgery,Minya,Private,2010.0
deraya university,Faculty of Veterinary Medicine,Public Health,Minya,Private,2010.0
deraya university,Faculty of Dar El-Ulum,Islamic Studies,Minya,Private,2010.0
deraya university,Faculty of Dar El-Ulum,Arabic Language,Minya,Private,2010.0
deraya university,Faculty of Dar El-Ulum,Quran Sciences,Minya,Private,2010.0
deraya university,Faculty of Dar El-Ulum,Theology,Minya,Private,2010.0
deraya university,Faculty of Kindergarten,Early Childhood Education,Minya,Private,2010.0
deraya university,Faculty of Kindergarten,Child Psychology,Minya,Private,2010.0
deraya university,Faculty of Kindergarten,Curriculum Development,Minya,Private,2010.0
egypt university of informatics,Faculty of Medicine,Internal Medicine,New Cairo,National,2021.0
egypt university of informatics,Faculty of Medicine,Surgery,New Cairo,National,2021.0
egypt university of informatics,Faculty of Medicine,Pediatrics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Medicine,Obstetrics & Gynecology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Medicine,Pharmacology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Medicine,Anatomy,New Cairo,National,2021.0
egypt university of informatics,Faculty of Engineering,Civil Engineering,New Cairo,National,2021.0
egypt university of informatics,Faculty of Engineering,Mechanical Engineering,New Cairo,National,2021.0
egypt university of informatics,Faculty of Engineering,Electrical Engineering,New Cairo,National,2021.0
egypt university of informatics,Faculty of Engineering,Architecture,New Cairo,National,2021.0
egypt university of informatics,Faculty of Engineering,Computer Engineering,New Cairo,National,2021.0
egypt university of informatics,Faculty of Science,Mathematics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Science,Physics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Science,Chemistry,New Cairo,National,2021.0
egypt university of informatics,Faculty of Science,Geology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Science,Botany,New Cairo,National,2021.0
egypt university of informatics,Faculty of Science,Zoology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Agriculture,Agronomy,New Cairo,National,2021.0
egypt university of informatics,Faculty of Agriculture,Horticulture,New Cairo,National,2021.0
egypt university of informatics,Faculty of Agriculture,Animal Production,New Cairo,National,2021.0
egypt university of informatics,Faculty of Agriculture,Soil Science,New Cairo,National,2021.0
egypt university of informatics,Faculty of Agriculture,Plant Pathology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Commerce,Accounting,New Cairo,National,2021.0
egypt university of informatics,Faculty of Commerce,Business Administration,New Cairo,National,2021.0
egypt university of informatics,Faculty of Commerce,Economics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Commerce,Statistics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Law,Public Law,New Cairo,National,2021.0
egypt university of informatics,Faculty of Law,Private Law,New Cairo,National,2021.0
egypt university of informatics,Faculty of Law,International Law,New Cairo,National,2021.0
egypt university of informatics,Faculty of Law,Criminal Law,New Cairo,National,2021.0
egypt university of informatics,Faculty of Arts,English Language & Literature,New Cairo,National,2021.0
egypt university of informatics,Faculty of Arts,Arabic,New Cairo,National,2021.0
egypt university of informatics,Faculty of Arts,History,New Cairo,National,2021.0
egypt university of informatics,Faculty of Arts,Philosophy,New Cairo,National,2021.0
egypt university of informatics,Faculty of Arts,Psychology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Pharmacy,Pharmaceutical Chemistry,New Cairo,National,2021.0
egypt university of informatics,Faculty of Pharmacy,Pharmacology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Pharmacy,Pharmaceutics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Pharmacy,Microbiology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Computers and Information,Computer Science,New Cairo,National,2021.0
egypt university of informatics,Faculty of Computers and Information,Information Systems,New Cairo,National,2021.0
egypt university of informatics,Faculty of Computers and Information,Software Engineering,New Cairo,National,2021.0
egypt university of informatics,Faculty of Mass Communication,Journalism,New Cairo,National,2021.0
egypt university of informatics,Faculty of Mass Communication,Radio & TV,New Cairo,National,2021.0
egypt university of informatics,Faculty of Mass Communication,Public Relations,New Cairo,National,2021.0
egypt university of informatics,Faculty of Mass Communication,Advertising,New Cairo,National,2021.0
egypt university of informatics,Faculty of Nursing,Medical-Surgical Nursing,New Cairo,National,2021.0
egypt university of informatics,Faculty of Nursing,Pediatric Nursing,New Cairo,National,2021.0
egypt university of informatics,Faculty of Nursing,Psychiatric Nursing,New Cairo,National,2021.0
egypt university of informatics,Faculty of Physiotherapy,Orthopedics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Physiotherapy,Neurology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Physiotherapy,Cardiopulmonary,New Cairo,National,2021.0
egypt university of informatics,Faculty of Physiotherapy,Pediatrics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Oral and Dental Medicine,Conservative Dentistry,New Cairo,National,2021.0
egypt university of informatics,Faculty of Oral and Dental Medicine,Orthodontics,New Cairo,National,2021.0
egypt university of informatics,Faculty of Oral and Dental Medicine,Oral Surgery,New Cairo,National,2021.0
egypt university of informatics,Faculty of Oral and Dental Medicine,Periodontology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Veterinary Medicine,Anatomy,New Cairo,National,2021.0
egypt university of informatics,Faculty of Veterinary Medicine,Physiology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Veterinary Medicine,Pathology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Veterinary Medicine,Surgery,New Cairo,National,2021.0
egypt university of informatics,Faculty of Veterinary Medicine,Public Health,New Cairo,National,2021.0
egypt university of informatics,Faculty of Dar El-Ulum,Islamic Studies,New Cairo,National,2021.0
egypt university of informatics,Faculty of Dar El-Ulum,Arabic Language,New Cairo,National,2021.0
egypt university of informatics,Faculty of Dar El-Ulum,Quran Sciences,New Cairo,National,2021.0
egypt university of informatics,Faculty of Dar El-Ulum,Theology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Kindergarten,Early Childhood Education,New Cairo,National,2021.0
egypt university of informatics,Faculty of Kindergarten,Child Psychology,New Cairo,National,2021.0
egypt university of informatics,Faculty of Kindergarten,Curriculum Development,New Cairo,National,2021.0
egypt-japan university of science and technology,Faculty of Medicine,Internal Medicine,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Medicine,Surgery,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Medicine,Pediatrics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Medicine,Obstetrics & Gynecology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Medicine,Pharmacology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Medicine,Anatomy,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Engineering,Civil Engineering,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Engineering,Mechanical Engineering,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Engineering,Electrical Engineering,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Engineering,Architecture,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Engineering,Computer Engineering,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Science,Mathematics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Science,Physics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Science,Chemistry,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Science,Geology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Science,Botany,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Science,Zoology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Agriculture,Agronomy,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Agriculture,Horticulture,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Agriculture,Animal Production,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Agriculture,Soil Science,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Agriculture,Plant Pathology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Commerce,Accounting,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Commerce,Business Administration,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Commerce,Economics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Commerce,Statistics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Law,Public Law,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Law,Private Law,New Borg El Arab,National,2010.0
